ID,Lang1,Lang2,Lang3,Age,Gender,BornUS,YrsinUS,BornMoth,BornFath,feelamer,feelhmong,livewith,famincome,grades,maritalstat,fatheremploy,motheremploy,reduced,fes1,fes2,fes3,fes4,fes5,fes6,fes7,fes8,fes9,fes10,fes11,fes12,monm1,monf1,monm2,monf2,monm3,monf3,monm4,monf4,monm5,monf5,monm6,monf6,monm7,monf7,macad1,facad1,macad2,facad2,macad3,facad3,macad4,facad4,macad5,facad5,macad6,facad6,macad7,facad7,macad8,facad8,nhood1,nhood2,nhood3,nhood4,nhood5,nhood6,nhood7,nhood8,nhood9,nhood10,rses1,rses2,rses3,rses4,rses5,rses6,rses7,rses8,rses9,rses10,schclim1,schclim2,schclim3,schclim4,schclim5,schclim6,schclim7,schclim8,schclim9,schclim10,schclim11,schclim12,schclim13,schclim14,schclim15,schclim16,schclim17,schclim18,schclim19,schclim20,schclim21,brokering1,brokering2,brokering3,brokering4,brokering5,brokering6,brokering7,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,cesd12,cesd13,cesd14,cesd15,cesd16,cesd17,cesd18,cesd19,cesd20,acadach1,acadach2,acadach3,acadach4,acadach5,aafcs1,aafcs2,aafcs3,aafcs4,aafcs5,aafcs6,aafcs7,aafcs8,aafcs9,aafcs10,conflict1,conflict2,conflict3,conflict4,conflict5,conflict6,conflict7,conflict8,conflict9,eis1,eis2,eis3,eis4,eis5,eis6,eis7,eis8,eis9,eis10,eis11,eis12,eis13,eis14,eis15,eis16,eis17,acculturationgap,conflict,affirmation,exploration,resolution,posesteem,depression,esteem,selfdeprec,cesd4r,cesd8r,cesd12r,missinggender,brokering
56,hmo/eng,5,hmong,13,1,1,-99,4,4,2,1,1,4,1,1,1,4,1,5,5,5,2,1,5,5,5,5,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,3,1,1,3,2,1,2,2,3,1,3,3,1,1,1,1,1,5,3,1,1,2,3,1,3,3,4,1,5,5,2,1,1,1,1,1,1,2,1,1,3,4,1,3,4,1,1,1,3,2,2,1,4,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,4,1,4,1,4,4,1,4,4,3,4,4,3,1.3,1,4,2.142857143,2.75,2.6,36,21,1.2,2,1,2,0,1.142857143
57,hmong,4,hmong,12,2,1,-99,5,5,3,1,1,2,2,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,1,1,1,1,3,1,-99,1,1,4,4,1,1,2,2,1,1,2,2,2,2,2,2,2,4,2,-99,1,4,4,4,4,4,2,1,2,2,1,2,2,1,3,3,3,3,4,2,1,-99,2,1,1,3,3,3,5,5,3,5,5,2,5,4,3,4,4,2,1,1,2,2,1,2,3,1,3,4,2,3,2,4,4,2,4,4,4,3,4,4,4,4,1,1,1,1,1,3,1,1,1,4,3,1,1,5,3,3,4,2,2,5,2,1,1,1,3,4,3,4,3,2,3,4,1,3,4,4,1,3,4,3,2,2.3,2.333333333,2.333333333,3.571428571,3,2.2,54,19,2,4,2,3,0,2.285714286
58,hmo/eng,2,Eng,12,1,1,-99,-99,4,4,2,1,3,1,1,1,1,0,4,1,1,1,5,3,3,1,-99,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,-99,1,2,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,4,1,4,1,4,4,3,4,4,4,3,2,3,3,2,2,2,3,4,3,2,2,1,1,1,3,1,2,4,2,2,2,3,2,3,2,5,1,3,5,1,2,1,1,2,2,1,2,1,2,3,2,3,3,3,1,2,2,3,2,2,1,2,1,3,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,4,3,3,3,2,2,4,2,4,4,3,4,4,4,2,4,3,1.5,1.222222222,4,2.428571429,3.5,1.8,38,28,0.6,2,2,2,0,1.428571429
59,hmo/eng,4,hmong,12,1,1,-99,4,4,3,2,13,3,4,1,2,4,0,3,5,3,3,4,4,5,1,3,5,1,3,1,1,3,3,4,4,3,3,2,2,1,1,1,-99,4,4,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,4,3,3,1,3,4,2,2,2,3,3,2,3,2,2,3,2,2,3,2,1,3,1,1,4,1,1,3,4,1,2,2,3,2,2,3,5,2,3,5,2,2,2,2,1,1,1,2,2,2,2,2,2,3,3,2,2,2,3,2,2,1,4,2,3,1,2,1,1,2,1,2,3,2,2,2,1,2,1,1,3,2,5,2,4,3,3,1,4,3,3,4,3,2,3,1,2,4,2,4,4,3,2,4,1,1,4,2,1.9,3.111111111,4,2.142857143,1.75,1.6,41,25,1.4,3,2,2,0,1.571428571
60,hmo/eng,4,hmong,14,2,1,-99,4,4,4,2,1,3,2,1,1,1,1,4,4,2,2,5,5,3,3,2,5,5,4,2,1,1,1,1,1,3,3,2,2,2,2,2,-99,2,2,2,2,2,2,4,3,1,2,2,3,3,3,1,1,4,4,2,2,1,4,2,3,2,1,2,2,2,2,1,2,2,2,2,4,2,3,4,1,1,2,1,1,4,1,3,2,4,4,3,4,5,2,4,3,4,3,2,4,2,4,1,1,2,3,3,2,3,2,2,3,2,2,3,4,1,2,3,4,3,2,3,2,1,1,1,1,2,5,1,3,2,5,3,5,3,5,5,3,3,1,5,2,1,3,4,5,4,3,3,4,3,2,4,2,4,4,2,4,3,2,2,4,2,3.7,3,3.833333333,2.571428571,2.75,2,46,21,1.8,3,2,1,0,2.428571429
62,hmo/eng,4,hmo/eng,14,1,1,-99,4,4,2,1,1,3,4,1,1,1,1,5,5,5,4,5,5,4,5,5,4,5,5,2,1,2,2,1,2,1,1,2,2,1,2,1,-99,4,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,4,4,3,4,3,3,2,1,1,2,2,2,3,4,4,2,1,3,2,2,3,2,2,4,3,2,3,2,2,1,1,2,4,3,2,4,3,2,3,3,2,3,1,2,1,1,3,-99,2,4,4,1,2,2,4,3,2,2,4,2,2,2,1,2,2,3,2,2,4,3,3,3,3,4,2,1,1,1,3,2,5,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2.5,3.333333333,4,3.714285714,4,2.2,-99,24,1,2,1,1,0,2.428571429
63,hmo/eng,6,hmong,14,1,1,-99,4,4,3,1,1,2,2,1,-99,1,0,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,1,1,3,3,1,1,2,2,2,2,1,2,1,2,1,1,3,3,2,2,3,3,2,3,4,3,3,2,2,2,2,1,3,1,3,3,2,1,1,1,1,3,1,1,3,1,1,1,3,2,1,3,3,4,1,3,5,1,3,1,1,1,1,1,3,1,1,2,2,1,3,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,5,3,5,5,5,4,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,4.555555556,3.5,3.714285714,4,2.2,29,22,1.4,3,3,3,0,1.285714286
64,hmo/eng,3,hmong,15,2,1,-99,4,4,2,3,1,3,1,1,1,1,0,4,5,4,4,5,4,3,1,2,4,4,3,1,1,1,1,1,1,3,2,2,2,1,1,3,-99,3,2,2,3,2,2,4,4,3,3,1,1,3,2,1,1,2,4,2,3,2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,4,2,2,4,2,1,2,2,1,3,1,2,3,4,4,3,4,4,3,3,2,5,2,3,4,1,2,3,1,2,1,1,4,4,2,3,4,1,1,2,4,2,2,1,4,2,2,2,1,1,1,2,1,2,4,5,5,3,5,5,5,5,5,5,1,5,1,5,5,2,3,3,3,3,4,3,4,1,3,3,1,1,4,2,4,1,4,1,4,3,4.7,3.111111111,2.666666667,2.285714286,3.5,1.8,42,25,1.2,1,1,1,0,2.285714286
65,hmong,4,hmong,14,2,1,-99,4,4,2,1,1,3,2,1,2,2,1,5,5,5,4,4,5,5,4,5,4,2,4,1,1,1,1,1,1,2,2,1,1,2,2,1,-99,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,2,2,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,1,3,2,1,1,3,3,1,2,2,2,1,3,5,4,3,4,4,4,4,4,3,1,2,4,3,2,4,4,3,1,1,4,2,1,1,4,1,3,1,2,1,1,2,2,1,3,3,4,2,4,3,4,3,2,4,4,2,1,1,4,1,5,5,5,2,2,4,4,4,4,4,4,2,4,4,4,2,4,3,4,4,3.2,3.111111111,3,3.571428571,4,3,44,14,2.2,1,1,1,0,3.857142857
66,hmo/eng,5,hmong,14,1,1,14,4,4,2,2,1,3,1,1,2,2,1,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,4,4,4,4,4,4,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,5,5,1,1,1,2,1,1,2,5,1,5,5,3,3,2,1,1,2,1,1,1,1,4,1,1,4,4,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1.3,1,4,3.571428571,4,3,36,25,0,1,1,1,0,1.857142857
67,hmo/eng,4,hmo/eng,15,1,1,-99,4,4,2,1,1,3,4,1,1,1,0,2,4,3,1,4,2,2,4,2,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,2,-99,3,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,2,3,1,2,2,3,3,3,3,3,3,2,2,3,2,3,2,3,3,3,2,2,2,2,2,4,1,3,2,3,3,2,2,2,2,2,2,3,2,2,4,4,4,1,3,2,1,-99,1,1,1,2,2,2,3,2,2,1,2,2,2,1,1,4,2,2,1,1,2,2,3,3,3,3,2,3,2,1,1,1,2,2,2,1,2,2,2,2,2,5,3,2,1,4,3,4,3,2,1,4,4,4,2,4,4,3,3,4,4,1.9,2.333333333,3,3.142857143,3.5,1.4,33,26,1.4,3,3,3,0,2.5
68,hmo/eng,4,Eng,11,1,1,-99,4,4,3,2,5,3,3,2,2,2,1,3,5,1,1,4,3,4,4,1,3,3,3,2,-99,1,-99,1,-99,4,-99,3,-99,2,-99,1,-99,4,-99,4,-99,3,-99,4,-99,3,-99,2,-99,4,-99,2,-99,1,4,3,2,2,1,3,3,3,4,3,3,3,-99,2,2,2,1,2,3,2,1,2,2,2,4,2,1,2,-99,4,3,-99,2,3,1,4,5,2,3,5,2,2,2,2,2,1,1,2,1,1,3,2,2,3,2,2,1,1,2,2,1,1,4,1,1,1,2,1,2,1,1,2,3,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1,3,3,2,3,4,1,2,1,2,4,1,4,4,2,3,3,1,2,4,1,1.7,1.555555556,3.666666667,2,1.5,2,32,-99,1.4,2,3,3,0,1.714285714
69,hmong,4,hmong,11,1,1,-99,4,4,4,2,1,4,4,1,1,1,-99,4,5,4,3,4,4,3,3,4,5,2,3,2,2,2,2,2,2,4,4,3,3,3,3,2,-99,3,3,2,2,1,2,3,3,1,2,3,3,3,3,3,3,2,4,3,3,2,3,3,3,3,2,1,1,2,3,2,3,2,3,1,2,3,1,3,2,3,1,2,2,3,3,2,3,3,4,3,3,3,2,2,3,4,3,3,1,1,1,2,1,2,2,3,2,4,3,2,2,3,1,1,2,2,3,2,1,2,3,3,2,3,2,3,2,3,4,4,3,2,5,2,2,3,5,1,1,2,3,1,2,1,2,3,4,3,4,3,2,4,2,4,3,3,4,2,3,3,3,3,4,3,3.1,2.111111111,3.5,2.857142857,3,1.4,40,20,2.6,3,3,3,0,1.714285714
70,hmo/eng,4,hmong,12,1,1,12,4,4,2,1,1,5,4,1,3,2,-99,4,5,4,4,3,5,4,4,3,3,3,3,2,2,1,1,1,-99,1,1,1,2,2,-99,2,-99,3,-99,-99,2,1,1,1,1,-99,2,1,1,-99,2,-99,1,2,1,2,2,2,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,1,3,1,1,3,1,1,3,3,1,2,3,2,2,1,2,3,4,3,5,2,2,3,2,3,3,1,4,2,2,2,2,2,2,3,2,2,4,3,2,3,2,2,2,3,2,2,2,1,2,2,2,3,4,4,3,2,4,2,3,2,3,4,3,4,3,2,2,5,3,4,3,2,2,2,3,3,3,2,3,4,3,2,4,2,2,4,3,3,3.333333333,3.5,2.428571429,2.25,2,44,20,2,3,2,2,0,2.285714286
71,hmo/eng,3,Eng,11,1,1,-99,4,4,2,1,1,5,4,1,2,4,-99,3,5,2,2,4,3,2,5,4,5,5,4,1,2,1,1,1,2,3,4,1,1,2,2,1,-99,1,1,4,3,1,1,2,1,1,2,3,3,1,1,1,1,2,4,1,3,2,3,4,3,4,4,3,4,1,2,3,1,1,1,3,3,3,3,4,2,2,1,2,2,3,2,2,3,3,2,2,2,4,2,1,1,4,3,4,1,3,4,4,2,2,1,1,4,3,1,1,3,1,2,3,3,4,2,2,4,3,3,3,2,1,1,1,2,2,2,3,3,1,2,4,3,2,4,5,3,2,1,4,2,1,3,1,4,4,4,2,3,2,1,4,2,4,3,3,3,3,3,2,4,3,2.9,2.333333333,3.666666667,2.428571429,2.75,2.8,43,22,0.8,1,2,2,0,3
72,hmo/eng,4,hmong,13,2,1,-99,2,4,2,2,1,3,2,1,5,5,1,3,5,4,3,5,4,3,5,3,5,3,4,1,2,2,2,2,2,1,2,1,2,1,2,2,-99,1,2,4,3,1,2,1,2,1,2,1,2,1,1,1,3,2,2,1,2,2,-99,2,2,1,2,3,2,1,2,1,2,2,1,3,3,3,2,4,1,1,1,1,1,3,3,1,1,4,3,2,2,4,2,3,3,4,3,2,1,3,2,1,1,2,2,3,3,3,3,4,3,2,2,2,4,2,3,2,3,2,3,2,2,1,1,2,1,1,2,3,4,1,1,3,1,1,3,2,2,1,2,3,3,1,1,1,2,4,4,2,3,3,3,4,2,4,4,3,2,4,2,3,4,2,2.1,1.777777778,4,3,2,2.4,48,20,1.6,2,2,1,0,1.857142857
73,hmo/eng,5,hmong,13,2,1,13,4,4,4,1,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,2,2,1,1,2,2,1,-99,3,3,3,3,2,2,4,4,2,2,4,4,3,3,1,1,1,3,1,3,1,4,4,3,4,4,1,3,2,3,1,2,1,2,1,3,1,1,3,3,4,3,3,3,2,4,3,3,2,2,3,2,2,5,1,3,5,4,4,2,4,4,1,3,4,4,4,2,1,4,2,3,2,4,2,3,3,4,4,3,1,4,4,2,1,1,1,1,3,1,1,1,2,5,5,5,1,5,1,3,4,5,5,5,1,1,5,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.7,3.333333333,3.666666667,3.857142857,4,2,54,19,2.2,3,2,2,0,3.142857143
74,hmo/eng,4,Eng,11,2,1,-99,5,4,4,1,1,3,2,1,1,1,1,5,5,3,2,3,5,4,5,4,3,2,3,1,1,1,1,1,1,2,2,2,2,1,1,1,-99,2,2,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,1,2,3,1,2,2,2,1,3,3,2,3,3,3,3,4,5,3,3,2,1,3,2,1,3,3,3,3,2,3,3,4,3,3,3,4,3,3,3,4,2,3,2,3,1,1,1,1,2,3,1,5,2,3,4,3,3,5,1,1,1,2,2,3,2,4,3,2,3,3,3,4,4,4,3,3,2,3,4,4,2,3,3,3,4,3,2.222222222,2.666666667,3.571428571,3.5,2.2,55,19,2,2,1,1,0,2.142857143
75,hmo/eng,3,Eng,14,1,1,-99,1,4,2,2,1,3,1,1,1,1,0,2,2,1,1,1,2,2,3,3,5,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,-99,2,2,3,3,1,1,2,2,2,2,2,2,2,2,1,1,2,3,1,4,2,4,4,3,4,4,3,3,2,2,2,1,2,1,4,4,2,2,2,2,1,2,2,2,4,3,2,2,2,3,1,2,2,3,1,4,5,3,4,1,3,1,1,1,2,1,2,4,2,2,2,3,1,2,3,4,2,2,1,4,2,2,1,2,2,1,2,1,2,2,3,2,2,1,2,3,2,2,2,1,2,1,3,2,1,1,1,1,4,3,4,4,3,2,4,3,4,4,2,4,4,4,2,4,4,2.1,1.444444444,4,2.714285714,4,2.4,41,24,0.8,1,2,1,0,2
